age,salary,credit_score,employment_months,existing_emi,loan_amount,default_history,missed_payments,bank_balance,loan_purpose,approved
51,102963,579,121,843,346364,0,0,519016,Car,0
39,172700,604,57,1778,149321,0,0,740033,Personal,1
47,49023,565,174,521,84043,0,4,74898,Personal,0
18,64075,665,113,3634,75438,0,3,113518,Personal,0
37,114375,759,102,2900,112890,0,0,288461,Personal,1
49,96031,831,78,1585,75131,0,1,36672,Personal,1
39,97208,623,24,4331,128693,0,1,159045,Personal,0
55,123883,568,31,7174,166343,0,0,175962,Education,0
55,97786,701,84,4218,165440,0,2,466983,Car,1
28,68040,767,49,4562,423543,0,1,21941,Home,0
50,153996,697,96,4959,499977,0,0,552515,Car,1
28,94601,727,15,2831,474339,0,0,90457,Business,1
41,137566,700,62,355,762678,0,1,588774,Home,1
48,72633,726,30,673,57399,1,1,15052,Medical,0
30,87108,646,117,1133,613773,0,1,328839,Home,1
49,35845,647,72,514,24139,0,1,83753,Medical,0
34,132546,561,117,2243,685011,1,3,229818,Home,0
33,145066,508,95,7714,215281,0,5,259101,Personal,0
48,55971,685,111,1673,97453,0,0,48448,Personal,0
30,57906,722,90,134,271202,0,0,6107,Home,1
29,133900,619,186,7915,194569,0,0,179996,Personal,0
52,118836,685,20,7454,388057,0,2,98599,Business,0
41,154381,762,76,4830,126856,0,2,647586,Personal,1
23,36049,636,134,469,251995,0,1,24245,Home,0
50,44746,597,92,1182,86237,0,0,35674,Car,0
35,56445,731,82,3318,55581,0,1,227195,Personal,1
23,168579,792,211,5391,1156172,0,1,432870,Home,1
18,86172,691,65,5975,83969,0,1,181597,Personal,0
51,159285,667,123,3149,995529,0,0,388991,Home,1
30,31240,571,92,623,38504,1,3,42486,Personal,0
25,166771,562,84,5325,430989,0,0,469266,Car,1
48,52666,744,49,585,79841,0,1,188421,Personal,1
50,180422,640,65,6260,1673289,0,1,564534,Home,1
31,65713,637,83,1810,260630,0,2,79631,Business,0
51,146773,611,19,5725,982224,1,6,49309,Home,0
65,131879,688,25,1628,315996,0,2,521564,Business,1
56,61857,718,148,1781,69238,0,1,300982,Personal,1
54,68609,613,46,1513,142118,1,8,370457,Car,0
44,92006,661,60,657,135840,0,0,257819,Personal,1
35,105567,687,133,7978,250858,0,0,26020,Business,0
39,121948,628,55,3092,277898,0,2,147357,Business,1
45,107969,621,64,3320,163180,1,8,352449,Personal,0
25,138721,617,160,7665,182698,0,0,161720,Personal,0
31,94788,612,88,5189,375590,0,1,406961,Business,0
23,97764,657,96,4086,140649,0,0,182439,Personal,0
43,125586,682,52,1066,139200,0,1,362194,Car,1
41,41065,683,150,2830,58501,0,1,114128,Car,0
32,81469,607,63,837,198774,0,1,321063,Car,1
50,54985,850,109,1857,74262,0,1,276517,Personal,1
27,83780,743,48,1347,561717,0,0,67788,Home,1
32,142689,655,164,2168,379415,0,1,185623,Business,1
49,83685,684,115,2738,72865,0,0,257357,Medical,1
51,163791,693,178,8011,175746,0,0,770501,Personal,1
30,79501,701,312,3370,89781,0,2,249890,Personal,1
43,36834,612,51,1936,40707,0,1,23689,Personal,0
31,87557,726,119,1559,161080,0,1,331280,Personal,1
38,44740,781,145,2679,74193,0,0,17886,Business,0
42,75073,706,36,2167,76786,0,0,245042,Car,1
47,99917,667,51,1215,51752,0,1,440529,Education,1
44,70808,703,19,1739,66937,0,1,100988,Personal,1
43,94409,635,54,3783,133291,0,0,182461,Personal,0
27,47195,764,90,2291,74908,0,0,33521,Personal,0
45,151483,636,171,1334,1075564,0,0,410908,Home,1
47,197391,594,66,9105,202215,0,2,452790,Personal,1
48,214527,659,74,8575,1300779,0,1,527969,Business,1
31,105534,589,30,1802,120656,1,1,142254,Personal,0
51,125529,672,32,4557,675167,1,5,447201,Home,0
24,149778,632,59,1790,214647,0,1,529429,Personal,1
35,84795,687,229,1874,101981,0,0,232629,Personal,1
37,93668,511,57,1996,512551,0,0,100753,Business,0
25,146656,629,164,1958,121076,0,3,209995,Personal,1
37,112748,694,30,3771,348735,0,2,312928,Business,0
43,147561,692,50,2994,777043,0,0,430443,Home,1
18,101131,730,131,6658,47335,0,0,173372,Personal,1
35,72989,581,69,2095,301920,1,2,68122,Home,0
19,73680,678,36,1315,61382,0,0,126191,Personal,0
64,100820,551,36,3318,525496,1,4,240535,Home,0
43,102207,624,43,545,370322,0,2,296148,Business,1
42,203867,592,70,8189,308698,1,8,355037,Car,0
43,72748,624,17,2597,246015,0,0,236258,Business,0
47,85891,674,124,2580,413918,0,2,25320,Home,0
52,188659,675,144,2604,144210,0,1,830480,Personal,1
21,163999,737,56,2114,176855,0,2,192595,Personal,1
56,102230,637,164,747,322981,0,1,323492,Car,1
55,87677,581,126,2091,140797,0,1,520236,Business,1
39,53297,658,65,511,59446,0,1,24479,Medical,0
39,31353,797,116,839,44835,0,0,25778,Personal,1
18,54450,521,75,1659,230339,1,1,185024,Business,0
25,142385,725,44,3132,1021974,0,0,309698,Home,1
46,38682,814,43,894,39142,0,0,129848,Medical,1
54,164470,600,58,8870,784232,1,0,403892,Home,0
49,174076,627,81,1956,566840,0,0,69789,Car,1
39,164638,712,117,7860,532953,0,2,753732,Car,1
63,148041,607,68,5305,453153,1,3,244379,Business,0
52,75569,814,36,3295,96619,0,1,241513,Personal,1
35,90562,555,56,3845,462671,1,1,99535,Business,0
65,30382,683,19,1231,64046,0,0,134497,Car,0
27,63747,699,163,2579,481320,0,0,144881,Home,1
22,187601,631,140,1587,252827,1,2,622874,Personal,1
35,58770,709,61,3136,433160,0,1,6665,Home,0
31,151557,708,119,2706,137881,0,0,365166,Personal,1
36,131434,648,94,5205,139205,0,2,507807,Personal,1
50,116129,587,46,4135,142774,0,0,221784,Personal,0
40,110981,627,40,1742,469491,0,3,131159,Home,1
40,66208,732,52,3441,276622,0,1,96225,Business,1
41,126188,718,179,8497,510103,0,1,303882,Car,1
18,101050,667,82,6883,450325,0,2,334812,Business,0
22,147088,671,122,4033,109645,0,0,203331,Personal,1
35,197305,673,69,7695,412750,0,0,153011,Car,1
30,52395,682,82,968,238739,0,2,176627,Business,1
37,143039,652,10,8542,473154,0,1,127054,Car,0
57,67724,605,29,1223,91979,1,4,217211,Personal,0
39,151638,808,93,2861,424485,0,2,550623,Business,1
24,160902,729,24,2510,1160197,0,1,114902,Home,1
30,150609,691,34,5229,593633,0,2,586681,Business,1
61,88275,643,65,3948,446912,0,1,449668,Home,1
58,62478,645,94,2816,159551,0,4,253584,Car,0
47,104220,658,156,4113,260551,0,1,49538,Car,0
21,91671,780,144,1631,501901,0,1,308126,Home,1
44,75671,600,66,2068,112299,0,0,275175,Personal,0
45,117216,671,101,1912,110913,0,3,525681,Personal,1
40,16225,617,36,209,107861,0,0,56394,Home,0
33,83426,579,194,2188,333190,0,1,372537,Business,1
36,141321,765,214,7033,600442,0,1,660414,Business,1
32,110230,641,57,2537,334331,0,1,134218,Car,1
26,94888,582,193,5157,71959,1,7,387363,Personal,0
56,46191,670,45,2847,68618,0,1,32890,Car,0
51,87902,666,41,4612,241901,0,1,327920,Car,0
37,39237,585,69,2384,43815,0,0,117484,Personal,0
44,59697,756,26,1035,36945,0,1,151619,Medical,1
45,88380,763,206,4021,438973,0,0,264054,Business,1
65,182966,652,96,6170,1044386,0,0,628671,Home,1
50,167122,738,275,9032,249124,0,0,81362,Personal,1
50,25277,612,121,263,156832,0,5,23320,Home,0
40,123477,613,42,5658,149175,0,0,346600,Personal,1
35,29346,781,156,889,116781,0,0,132607,Home,1
57,113089,683,137,4879,165054,0,1,559484,Personal,1
48,194006,692,16,715,441683,0,2,827638,Car,1
30,74324,584,26,2876,40764,0,2,102415,Personal,0
45,111309,566,151,2229,120893,1,1,226539,Personal,0
50,140096,746,59,6340,791080,1,0,378927,Home,0
18,89130,485,85,3661,77898,1,5,67625,Personal,0
29,116732,713,57,1630,46875,0,2,182711,Personal,1
44,81812,810,73,1357,277948,0,0,123368,Business,1
18,105507,659,85,1791,111131,0,0,8939,Personal,1
19,85756,707,166,2379,508193,0,1,187035,Home,1
37,80298,667,109,4513,97742,0,1,220603,Personal,0
46,29230,787,36,923,214027,0,0,74747,Home,1
46,155792,797,88,4876,909329,0,0,125481,Home,1
59,38509,575,170,1264,126448,1,4,207802,Business,0
41,92992,709,78,1343,134689,0,1,162085,Personal,1
36,36829,586,55,1525,40084,0,1,63637,Education,0
24,83022,707,116,713,283253,0,1,240830,Business,1
35,50535,675,78,953,271841,0,0,100355,Home,0
48,118914,693,84,3645,126887,0,1,105754,Personal,1
49,55919,784,85,1819,72174,0,1,91147,Personal,1
43,121784,571,67,2227,130285,0,1,335901,Education,1
47,31883,743,59,523,50208,1,4,18467,Car,0
55,77352,553,68,1566,44398,0,2,278674,Medical,0
41,113072,691,104,5116,480830,0,0,453006,Home,0
56,113771,692,180,3043,156606,0,2,562164,Car,1
31,175863,790,124,5402,293340,0,2,377015,Personal,1
39,110606,633,214,6179,228310,0,0,452618,Car,1
34,191347,584,151,9833,115393,1,3,557487,Education,0
50,93710,819,128,1814,122108,0,0,192259,Personal,1
28,151089,694,27,1936,606257,0,3,492809,Business,1
36,115323,576,24,4241,629446,0,1,465941,Home,1
18,130894,725,70,6986,580129,0,4,348745,Home,1
47,31420,664,59,2090,106915,0,1,89416,Business,0
55,80808,608,63,325,90765,0,2,454350,Personal,1
51,65662,697,65,3280,417276,0,0,195658,Home,0
50,78388,765,245,2477,86232,0,0,319838,Personal,1
50,80288,640,121,5894,92114,0,1,274166,Car,0
48,53981,621,62,1198,365481,0,2,156203,Home,0
47,119646,614,65,4566,597410,0,2,59462,Home,0
48,63829,623,98,1347,338659,0,1,169452,Business,0
32,156650,584,90,9251,247480,0,1,195350,Personal,0
38,43804,695,22,1964,51460,0,0,165560,Education,0
41,132280,719,11,9236,855412,0,2,509550,Home,0
36,114024,680,69,2174,189806,0,0,119541,Personal,1
21,69642,671,10,2760,98731,0,0,23224,Car,0
25,103758,736,104,4784,775054,0,4,149773,Home,1
43,61181,594,52,2798,276856,0,1,308659,Home,0
51,108930,681,210,3866,213996,0,1,600118,Car,1
40,63393,708,31,3446,66155,0,1,268658,Personal,0
65,85729,654,67,811,691826,0,3,456886,Home,1
29,180418,700,125,3965,455127,0,1,670198,Car,1
45,115021,774,57,1662,98599,0,0,14450,Education,1
55,71216,620,43,637,70348,0,2,361636,Personal,1
53,163067,690,76,4310,115670,0,2,635381,Medical,1
48,143787,648,184,3403,87111,0,3,162091,Education,1
53,70776,793,77,1840,396682,0,0,256966,Home,1
41,66558,575,45,4319,569778,1,5,178229,Home,0
60,192995,604,168,8552,342644,0,1,952955,Personal,1
55,64397,724,26,2742,81649,0,1,20356,Medical,0
30,182206,682,102,3101,235259,0,2,645080,Personal,1
44,104939,619,59,6252,252943,0,0,404868,Car,1
21,104297,588,90,2590,346976,1,2,183544,Car,0
58,137718,660,128,1271,261966,0,0,566945,Car,1
43,132810,708,83,8381,137847,0,1,463951,Education,1
56,74056,569,93,3405,287244,0,0,265778,Home,0
39,132825,710,54,719,377519,0,2,607789,Car,1
18,193295,664,41,3674,303662,0,0,312356,Personal,1
65,143167,773,124,1827,805660,0,2,692359,Home,1
42,64454,719,52,2213,197817,0,0,319147,Car,1
28,93129,629,138,2975,290174,1,5,22118,Car,0
54,63089,794,54,2351,413917,0,1,363940,Home,1
64,83328,714,76,2463,816541,1,3,372625,Home,0
38,57134,836,5,2022,142472,0,5,20663,Business,1
39,109069,586,112,4231,798410,0,1,94771,Home,0
43,157147,690,30,5088,440425,0,3,215248,Car,1
27,60582,628,118,2873,63678,0,2,206633,Education,0
32,69763,615,107,1221,240508,1,2,246045,Home,0
61,139554,658,96,8032,328265,0,2,168496,Car,0
38,128148,640,85,2575,533061,0,0,73979,Home,1
30,44820,689,61,1298,60280,0,1,181268,Education,0
35,108953,698,209,6584,256407,0,1,31986,Business,0
53,137056,668,52,5024,645705,0,0,92810,Home,1
18,88960,701,176,2253,113336,0,0,8529,Personal,1
43,81150,736,56,4227,233488,0,0,292367,Business,1
65,94452,561,178,5139,283412,1,3,94838,Car,0
64,56148,580,48,2288,283680,0,0,97702,Home,0
47,70690,603,62,2196,94839,0,1,270296,Personal,0
56,107777,596,49,2458,486622,0,1,595210,Home,1
56,183582,700,184,8506,1045089,0,2,648546,Business,1
38,168136,762,44,4220,671978,0,2,113996,Business,1
51,136994,573,212,8083,699241,1,5,458632,Business,0
61,115342,545,249,6847,127049,1,3,184091,Medical,0
25,149348,656,56,7489,200107,0,0,330496,Car,1
47,50052,667,359,181,52038,0,0,143420,Education,1
44,192559,533,55,6317,1208607,0,0,699568,Home,0
41,73719,842,133,917,88746,0,1,285386,Car,1
40,139789,633,165,3154,88812,1,6,80855,Medical,1
43,120682,748,189,5377,840110,0,0,300084,Home,1
44,153423,661,64,5937,585541,1,1,665026,Home,0
53,130021,658,47,2813,161469,0,0,542050,Personal,1
46,179326,667,143,7509,440760,0,1,873976,Car,1
38,97795,726,219,1688,235202,0,3,25359,Personal,1
30,50877,680,88,1281,368997,1,6,27757,Home,0
34,115977,693,41,1514,71098,0,0,427979,Medical,1
43,82903,629,77,2601,216822,0,1,48052,Car,0
32,84190,709,93,2638,328408,0,2,167708,Car,1
51,188318,609,39,3555,813344,0,0,733999,Home,1
45,85211,719,43,337,83776,0,1,340187,Medical,1
54,153504,814,68,2996,200085,0,1,542921,Personal,1
32,76807,668,181,3707,95143,1,0,339667,Education,0
30,49380,686,100,309,29673,0,1,79953,Personal,1
54,125821,572,51,5339,157784,1,3,635276,Personal,0
42,132035,773,131,4328,457218,0,0,498476,Business,1
38,58470,612,49,618,424806,0,1,172616,Home,1
48,53864,755,20,2343,136019,0,2,165848,Car,1
48,44926,596,281,1507,116244,0,1,151002,Car,0
25,107508,749,58,1786,228513,0,1,266272,Car,1
57,81768,631,94,2301,137687,0,1,127371,Car,1
35,103111,735,64,6627,533990,0,2,50909,Business,1
60,68885,667,45,4216,198154,0,2,216140,Home,0
24,130466,584,108,3612,761290,0,2,362403,Home,1
44,101788,754,267,2620,509408,0,2,92989,Home,1
38,149171,687,116,2065,625754,0,1,46464,Business,1
18,193560,571,9,4503,1336912,0,2,677255,Home,1
48,131534,716,129,4035,116504,0,1,690018,Personal,1
18,98018,689,15,3379,117491,0,1,200460,Personal,0
36,113722,643,65,3496,758990,0,1,475067,Home,1
53,123749,647,85,2957,1206934,1,4,410428,Home,0
34,169425,720,158,4620,143465,0,2,335217,Education,1
29,157632,611,23,7868,95359,1,5,51650,Personal,0
50,82990,623,44,1831,342873,0,1,72564,Home,0
37,185275,667,121,10654,136832,0,0,348392,Personal,1
35,109212,580,62,4312,510175,1,4,325097,Home,0
55,111497,675,146,2195,406422,0,0,631365,Business,1
26,119391,578,26,5301,369654,1,6,469853,Car,0
34,117579,700,148,4996,569870,0,1,167562,Business,1
50,204263,607,24,9664,1260141,0,2,447068,Business,1
25,54544,639,121,2933,446685,0,1,30982,Home,0
61,118894,751,204,3204,183183,0,0,512033,Personal,1
37,128320,649,239,6890,1048432,0,0,227726,Home,1
50,205134,569,49,1387,236576,1,2,394566,Personal,0
50,66321,693,65,1922,170412,0,2,146075,Car,1
38,40026,616,100,983,132084,0,2,188453,Business,0
34,42728,692,80,1205,74928,0,2,113313,Personal,1
39,89610,673,121,0,112555,0,3,402180,Education,1
49,85524,700,114,1665,50251,0,1,258032,Personal,1
28,126526,717,93,5137,914044,0,2,223031,Home,1
26,144600,597,29,1110,759625,0,0,483887,Home,1
58,74906,662,16,1994,255572,0,2,322961,Business,0
31,107432,776,70,4075,487084,0,0,50475,Home,1
44,31881,619,80,416,27902,0,3,154213,Personal,0
38,156783,628,72,292,550793,0,0,391035,Home,1
38,150254,607,112,4504,379594,0,1,28587,Business,1
57,141895,688,39,6195,537233,0,0,24406,Business,1
39,161532,641,47,5859,150696,0,0,492091,Medical,1
36,126981,583,112,4205,59930,1,6,154011,Medical,0
37,80480,687,80,2303,224786,0,0,130904,Car,1
34,51170,642,29,1110,32631,0,0,131194,Business,0
32,131579,649,120,4960,345433,0,1,538282,Business,1
34,102476,680,62,1697,94919,0,0,129219,Personal,1
60,88065,712,73,2897,86347,0,0,182696,Personal,1
49,100789,716,15,1720,989918,0,2,479636,Home,1
36,155629,605,71,8732,267554,1,1,280314,Personal,0
52,89255,715,51,1986,68980,0,0,347683,Medical,1
21,153912,766,21,1804,623271,0,1,575956,Business,1
57,47241,597,71,960,331260,0,1,9267,Home,0
56,135564,667,86,2394,95610,0,1,656643,Personal,1
65,170379,565,117,9060,202926,1,4,306012,Personal,0
52,57106,614,59,2877,173318,0,0,99547,Business,0
45,56801,726,71,1404,49206,0,1,171906,Personal,1
55,75552,620,71,5358,393338,0,1,9328,Business,0
32,181664,750,78,4252,380138,0,3,784591,Car,1
35,85406,594,38,3257,175622,0,0,76609,Business,0
39,125578,604,69,1817,103859,0,0,253660,Personal,1
56,99045,557,60,1131,748098,0,0,332076,Home,1
30,94736,683,113,3235,162010,0,1,107604,Personal,1
28,178405,723,62,10451,231148,0,1,572242,Personal,1
43,58337,819,38,1401,79656,0,2,155196,Personal,1
49,139729,686,55,4929,129849,0,3,326283,Personal,1
32,166675,654,44,5972,161656,0,0,682788,Personal,1
48,78724,658,90,1802,90138,1,2,347294,Personal,0
56,31158,663,94,939,32039,1,2,152886,Personal,0
54,46816,708,124,1076,49804,0,0,46457,Personal,1
44,83784,694,24,2909,105132,0,1,36967,Personal,0
39,47348,672,132,1266,281876,0,1,188606,Home,0
61,176720,747,82,2032,115672,0,2,543636,Education,1
40,163682,785,87,8583,398065,0,0,106293,Business,1
51,51693,669,48,2020,237102,0,0,73902,Business,0
63,156145,682,87,2092,791645,0,0,446234,Business,1
50,136847,733,121,6835,95995,0,1,360293,Personal,1
28,146812,757,49,4421,135848,0,1,152668,Medical,1
25,84483,706,78,1828,42938,0,1,104548,Personal,1
36,77982,682,21,1127,85453,0,3,362221,Personal,0
49,49707,657,38,1111,337015,0,1,119100,Business,0
45,119546,650,148,3998,287748,0,4,94365,Car,1
65,40684,537,147,680,50022,0,0,98707,Education,0
45,128564,661,91,7889,329129,0,0,143572,Car,1
36,80536,620,81,1863,74216,0,0,374475,Medical,1
26,151830,617,134,3893,673877,0,0,278677,Home,1
54,150960,581,199,3661,801931,0,2,308465,Business,1
40,114407,717,14,727,377992,0,2,111503,Business,1
22,108838,740,42,1604,343918,0,1,364377,Home,1
40,106549,515,69,6788,489429,0,4,359456,Home,0
28,134556,657,61,3716,116520,0,0,204470,Personal,1
35,173807,680,58,2905,244669,0,0,357756,Personal,1
40,116015,745,87,4833,124384,0,2,15160,Personal,1
29,41991,639,24,547,156420,0,3,134345,Home,0
34,93525,596,45,4195,151022,0,3,156979,Personal,1
31,112429,603,71,5920,661007,0,2,168130,Home,0
31,64057,790,66,2834,205178,0,1,26908,Business,1
28,112442,794,133,207,260772,0,1,376715,Business,1
34,140856,678,47,895,585901,1,3,180987,Business,1
29,72164,745,41,2040,251238,0,1,48953,Business,1
47,92763,695,95,4749,577149,0,1,500217,Home,1
42,151743,601,65,2232,726489,0,1,376586,Business,1
54,99362,634,95,1594,574771,0,0,545633,Home,1
63,80772,617,34,1574,52496,1,3,45645,Medical,0
48,38441,656,82,2272,149641,0,0,83996,Business,0
45,72555,721,48,3342,90266,0,3,329454,Personal,0
49,77344,667,88,3176,29244,0,0,24463,Personal,0
46,119387,682,43,4029,166503,0,1,459397,Personal,1
41,163969,595,80,5651,163705,1,6,121061,Education,0
40,93868,689,23,1797,833284,0,2,412095,Home,1
28,91950,741,165,1649,484940,0,0,327608,Home,1
50,61412,640,104,2694,47965,0,1,59078,Personal,0
40,67807,540,14,558,111180,1,4,144000,Personal,0
57,137838,568,38,2156,846098,1,2,65461,Business,0
51,111604,579,173,4369,104781,1,5,48241,Personal,0
32,161266,705,126,6490,171255,0,2,269984,Personal,1
55,81167,627,177,1773,438952,0,1,130343,Home,0
18,159253,678,43,6948,125238,1,4,44681,Personal,0
63,110585,640,167,4375,792005,0,1,663594,Home,1
24,68246,758,113,1364,441282,0,2,264814,Home,1
46,118631,737,40,2339,479511,1,3,414114,Business,1
45,52085,692,48,2292,329733,1,5,83026,Home,0
53,112418,678,78,6455,552442,0,2,630915,Home,0
36,68153,717,49,4129,71499,0,4,320166,Personal,0
18,78728,576,127,1057,400290,0,2,35585,Home,1
36,80848,669,57,1532,61876,0,3,260196,Personal,1
37,53961,604,33,3224,70713,0,1,151971,Car,0
18,49463,819,142,2879,56657,0,0,84834,Personal,1
41,81356,589,204,2346,313785,0,0,35271,Business,0
27,118456,680,70,726,90609,0,0,58402,Personal,1
48,128542,720,148,309,154224,0,0,180468,Personal,1
37,89847,668,42,2451,865847,0,1,226909,Home,1
64,125717,673,38,2751,659575,1,6,112711,Home,0
37,164324,644,133,3938,333714,0,1,724921,Car,1
45,94774,607,287,1021,142027,0,1,491144,Personal,1
37,133047,651,88,4100,123720,0,1,34620,Personal,1
21,160675,759,133,2999,710860,0,0,396454,Business,1
38,147867,726,134,1508,710044,0,1,703982,Business,1
49,67508,685,93,1714,582744,0,1,140876,Home,1
47,38572,789,38,1257,39170,1,1,34234,Personal,0
36,178644,827,24,3235,194034,0,0,158908,Medical,1
23,100865,704,51,5668,515650,1,3,224649,Home,0
48,59607,630,24,672,202864,0,0,84878,Car,0
45,127473,660,97,7964,146376,1,7,21316,Personal,0
50,148982,669,195,3607,160309,0,2,577981,Personal,1
37,45615,551,36,1785,93733,0,0,154704,Car,0
20,128445,666,83,5943,147084,0,1,383661,Education,0
46,118103,596,292,1805,767817,1,4,303191,Home,0
40,93344,618,35,2204,570587,0,0,316994,Home,1
57,116549,672,129,5465,460726,0,1,628684,Home,1
40,153499,685,121,7963,999964,0,1,240110,Home,1
39,65649,599,35,447,43367,0,2,183150,Medical,1
45,93731,520,84,1868,211978,0,0,100352,Car,0
33,138449,666,68,3507,381843,0,1,26310,Car,1
32,147650,668,155,3657,398111,0,1,339661,Car,1
39,120688,839,106,1333,401874,0,1,177257,Business,1
29,160637,663,41,1204,629911,0,1,595746,Business,1
37,56839,693,100,1955,50401,0,0,239945,Medical,1
63,64655,633,203,3997,207098,1,3,233316,Business,0
53,82015,613,141,543,149289,0,0,79619,Personal,1
44,149473,752,107,2837,231724,0,1,701973,Personal,1
59,160755,568,85,5039,142608,1,5,573803,Medical,0
30,91974,650,170,5416,468917,0,0,22957,Home,0
65,110374,804,30,1357,191879,0,0,501741,Car,1
34,102359,717,171,469,111076,0,3,378205,Education,1
64,94114,717,39,2895,313740,0,1,253934,Business,1
64,187567,640,27,6519,201976,0,0,1201403,Personal,1
19,66566,607,69,3242,648725,0,0,170065,Home,0
